118024604.97226739, 2511.613317690064
118414309.36876997, 2482.255043597067
118692721.3557768, 2459.423511350921
119694081.59633732, 2410.4548511727926
120362378.9431142, 2351.7503672046305
121029952.4368212, 2319.104593752545
122196984.54875302, 2305.948564207275
122252721.23513463, 2299.4278544693407
122364104.12626411, 2289.64377380798
122475848.94392854, 2266.830337888581
122643149.4847071, 2244.010869860266
122755256.22890648, 2208.1680786828283
123590039.78175831, 2155.9601760169385
124035118.93810755, 2133.1105474440446
124591038.09578386, 2120.0208710968486
124979928.15758282, 2119.978646334438
125534852.01728803, 2142.7196969468478
125923832.56072073, 2139.4201333699284
126202968.40079746, 2090.5298906077046
126759068.52174124, 2070.9255366314896
127424741.90113977, 2106.683878284106
127535219.9759319, 2129.4731857678426
128259073.04582292, 2070.762669690764
128482291.23625056, 2034.907814295495
129314812.748259, 2064.133381992345
130037308.59364398, 2054.2829481329118
130259802.93100172, 2044.4868032537197
130538033.95474109, 2028.1699486365928
131316356.96814142, 2008.5414662247144
131816720.4027036, 1995.4578219864338
132316993.35563204, 1985.631516562663
133205884.92545822, 1985.535002820011
133261621.61183983, 1979.0142930820762
134151056.07146843, 1959.373746452366
134762440.47062513, 1949.5353768107639
135540853.9656592, 1926.6495555843758
136152690.7729846, 1900.5244918702256
136653235.17081425, 1880.926170002926
137375550.05293176, 1877.5904137725115
138708977.88930476, 1874.1883043440234
139597869.45913097, 1874.0917906013715
140931297.29550397, 1870.6896811728834
142097967.48090085, 1870.5630068856526
142875747.60449874, 1870.478557360832
144153529.2361239, 1870.3398188557694
145431310.86774904, 1870.201080350707
146764648.2224883, 1870.0563097367285
147820297.44329065, 1866.6843608528197
148764744.73623097, 1866.581815001252
150264658.7786789, 1869.676286875036
150986611.73426148, 1879.3698859026604
151931059.0272018, 1879.267340051092
153042173.48948452, 1879.1466978727772
153875509.33619657, 1879.0562162390406
155041908.07669222, 1888.7015583953385
155708486.27242815, 1891.8865119028592
156597377.84225434, 1891.7899981602068
157152935.0733957, 1891.7296770710495
157708401.82290334, 1894.9266947964015
159041558.21437514, 1901.296601811442
159652761.65026435, 1897.9729097988597
161264058.5838418, 1891.2833010112831
161819525.3333494, 1894.4803187366351
162930096.90582973, 1913.903709445378
163651778.4165111, 1933.3693249165312
164095862.27488923, 1946.3504233032436
164427929.87070176, 1991.9169740528837
164982672.7671395, 2021.1727022943128
166315919.64024502, 2024.2852704948446
167649890.36642045, 2001.3391281792983
168427670.49001837, 2001.2546786544776
168705087.1790541, 2014.2538733679376
169204364.83401144, 2040.2582949037728
169315023.87207103, 2056.5329247584896
170759201.22813737, 2066.148106370209
171481063.7020862, 2079.0990442123425
172258300.9358817, 2098.55862757458
172813224.7955869, 2121.2996781869897
173534996.787902, 2137.507954843633
174090192.09250844, 2150.476989012514
174589650.71073323, 2169.96673291933
175977367.52734807, 2212.1613347850607
176087845.6021402, 2234.9506422687973
176642317.05367672, 2273.978386953755
177196607.5419458, 2319.520809267732
177973935.257375, 2335.72305381546
179029041.5883749, 2351.8951378186084
179473125.44675305, 2364.876236205321
179805554.96910053, 2397.413431696923
180693360.75932187, 2436.4049837283865
181025971.2449368, 2462.427501590969
